,Unnamed: 0,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,birthday,ages,targets,NextGame,DaysRest
32049,88076,floydga01,4.1,6,6,4,4,1,5,0,3.49,23,61,41,23,7,11,5,9,3,0,39,-0.168,0.93,-1.9,2004-09-30,1.0,1983-01-27,18.726899384,0.0,2005-04-09,191
58344,18608,lackejo01,9.0,2,2,1,1,2,8,1,3.44,31,113,82,46,15,21,11,10,0,0,85,0.423,0.78,3.5,2013-09-19,1.0,1978-10-23,30.160164271,0.0,2013-09-24,5
92050,67986,reichda01,6.1,8,8,3,3,2,4,1,3.93,27,94,59,39,5,15,12,9,7,0,47,0.037,1.11,0.3,2001-04-16,1.0,1976-07-12,21.3935660507,0.0,2001-04-22,6
29021,111525,ericksc01,9.0,5,5,0,0,1,5,0,3.97,33,122,78,47,7,24,11,15,8,0,81,0.353,0.75,5.1,1998-08-12,1.0,1968-02-02,26.3709787817,0.0,1998-08-17,5
4840,49442,bailero01,7.0,5,5,2,1,1,4,1,2.18,29,99,58,36,8,14,14,7,3,0,64,0.087,0.92,1.5,1997-04-29,1.0,1970-10-03,22.9568788501,0.0,1997-05-04,5
10183,43487,bondeje01,7.1,10,10,4,4,0,6,2,3.62,32,101,71,41,11,19,8,18,5,0,48,-0.148,0.77,-0.4,2005-06-01,1.0,1982-10-28,19.5181382615,0.0,2005-06-06,5
110506,71873,thurmmi01,6.0,5,5,2,2,3,2,1,4.18,25,104,62,42,6,14,8,12,4,0,53,0.057,0.89,1.0,1998-08-09,1.0,1973-07-22,21.6399726215,0.0,1998-08-15,6
114519,99023,violafr01,1.2,5,5,7,7,2,1,2,3.4,13,48,31,18,3,10,5,5,2,0,16,-0.461,0.82,-6.3,1992-08-31,1.0,1960-04-19,27.9644079398,0.0,1992-09-06,6
31754,44611,fistedo01,6.0,9,9,4,3,2,5,2,1.59,29,109,69,42,3,24,14,8,6,0,43,-0.147,0.9,-0.9,2012-05-17,1.0,1984-02-04,24.4353182752,0.0,2012-05-23,6
4636,34956,baezda01,3.0,5,5,4,4,5,2,0,4.4,19,86,47,35,1,11,3,9,3,0,30,-0.277,1.09,-3.0,2002-06-30,1.0,1977-09-10,21.4264202601,0.0,2002-07-05,5
57316,36892,klubeco01,7.0,8,8,2,2,1,6,1,3.3,27,109,72,41,11,20,6,14,8,0,58,0.055,0.81,1.4,2014-06-20,1.0,1986-04-10,24.3586584531,0.0,2014-06-25,5
58658,15221,langsma01,5.0,11,11,5,5,5,7,0,4.0,31,126,65,28,16,21,7,12,10,0,27,-0.212,0.9,-2.4,1992-08-18,1.0,1960-08-20,27.6413415469,0.0,1992-08-23,5
118785,54219,wellski01,4.2,6,6,7,7,6,1,1,7.28,26,96,47,28,6,13,12,7,2,0,19,-0.448,1.31,-4.4,2000-05-07,1.0,1977-04-21,19.909650924,0.0,2000-05-23,16
19103,15072,clemero02,9.0,9,9,3,3,1,7,1,2.54,36,121,73,43,6,24,16,12,5,0,63,0.11,0.91,1.7,1991-09-05,1.0,1962-08-04,25.1307323751,0.0,1991-09-10,5
38988,115237,grosske01,2.0,9,9,9,7,0,2,3,31.5,16,59,37,24,3,10,5,9,3,0,8,-0.449,0.82,-7.5,1995-04-27,1.0,1961-06-08,29.273100616,0.0,1995-05-02,5
44866,72548,hayneji01,5.0,5,5,6,5,5,5,0,4.12,26,83,44,24,10,10,6,10,7,0,35,-0.198,0.94,-3.4,2002-09-29,1.0,1972-09-05,25.9739904175,0.0,2003-03-31,183
62547,105801,linceti01,8.0,5,5,2,2,4,8,0,2.68,32,117,72,41,11,20,8,12,4,0,68,0.357,1.14,2.2,2008-08-06,1.0,1984-06-15,20.8569472964,0.0,2008-08-12,6
48995,95739,hitchst01,7.0,4,4,1,1,2,4,0,4.86,28,104,59,25,13,21,4,17,7,0,67,0.327,1.54,2.6,1999-06-10,1.0,1971-04-29,24.2902121834,0.0,1999-06-16,6
31700,101766,fistedo01,7.0,9,9,3,2,0,1,1,2.03,30,102,67,43,4,20,18,11,2,0,50,0.025,1.12,0.2,2010-05-25,1.0,1984-02-04,22.7241615332,0.0,2010-05-31,6
122168,10083,woodal02,5.0,6,6,1,1,3,8,1,1.89,22,103,64,31,13,20,4,7,2,0,56,0.092,1.25,1.2,2014-04-12,1.0,1991-01-12,20.0848733744,0.0,2014-04-17,5
10686,19703,bosioch01,8.0,4,4,1,1,3,6,0,3.57,29,106,64,35,7,22,8,12,7,0,73,0.16,0.67,3.3,1993-09-13,1.0,1963-04-03,26.3052703628,0.0,1993-09-18,5
96406,104051,rueteki01,6.2,6,6,1,1,3,2,0,3.6,29,113,64,38,5,21,11,12,5,0,57,0.285,1.51,2.3,1997-09-07,1.0,1970-12-01,23.1266255989,0.0,1997-09-12,5
30040,71181,fasseje01,7.1,6,6,3,3,5,5,2,2.73,31,108,66,41,9,16,10,11,4,0,54,0.073,0.96,0.2,1994-04-26,1.0,1963-01-05,27.0444900753,0.0,1994-05-01,5
22056,97329,correke01,7.0,5,5,3,3,2,3,1,5.06,27,100,60,39,6,15,6,16,1,0,56,-0.086,0.9,0.1,2009-05-15,1.0,1980-08-24,24.8158795346,0.0,2009-05-21,6
115645,111378,wainwad01,6.0,9,9,6,6,3,3,0,4.34,28,108,75,46,7,22,13,9,4,0,30,-0.348,0.46,-3.1,2016-08-07,1.0,1981-08-30,30.1848049281,0.0,2016-08-25,18
123840,66356,youngcu01,4.1,10,10,5,5,0,1,0,4.58,19,69,41,30,2,9,8,10,5,0,24,-0.244,1.07,-2.4,1990-07-29,1.0,1960-04-16,26.1629021218,0.0,1990-08-11,13
59624,99190,learyti01,8.2,7,7,1,1,4,4,1,5.3,34,129,71,46,8,17,12,14,5,0,66,0.253,0.62,3.0,1993-09-04,1.0,1958-12-23,29.9794661191,0.0,1993-09-10,6
116905,121756,waterch01,9.0,4,4,0,0,2,3,0,4.75,33,106,67,40,5,22,10,18,4,0,80,0.636,1.13,4.7,2008-09-16,1.0,1980-08-17,24.2628336756,0.0,2008-09-21,5
25392,94747,deshaji01,6.1,8,8,6,6,6,4,1,3.25,31,125,68,41,10,17,9,12,7,0,31,-0.232,1.02,-2.0,1992-08-30,1.0,1960-06-23,27.8083504449,0.0,1992-09-05,6
72030,5895,mileywa01,7.0,7,7,3,3,1,7,1,4.16,29,95,61,31,9,21,11,9,4,0,57,-0.067,0.82,0.2,2014-07-19,1.0,1986-11-13,23.9151266256,0.0,2014-07-25,6
102683,39697,sheetbe01,6.0,5,5,1,1,2,3,0,2.62,25,100,59,34,9,16,15,5,1,0,59,0.273,1.17,2.3,2008-06-06,1.0,1978-07-18,25.8206707734,0.0,2008-06-12,6
85855,55053,pennybr01,7.0,8,8,3,3,1,7,0,4.02,31,124,83,50,8,25,12,11,5,0,55,-0.056,0.99,0.7,2005-06-15,1.0,1978-05-24,23.3785078713,0.0,2005-06-20,5
10264,43929,bondeje01,6.1,8,8,4,4,2,1,2,5.68,29,89,53,39,6,8,15,11,4,0,40,-0.035,0.73,0.3,2008-04-03,1.0,1982-10-28,21.9712525667,0.0,2008-04-09,6
13714,45841,burkejo03,7.0,3,3,1,1,3,7,1,3.75,27,115,68,38,12,18,7,10,2,0,71,0.294,0.94,2.6,1996-06-24,1.0,1964-11-28,27.2744695414,0.0,1996-06-30,6
13053,106111,bumgama01,6.0,6,6,3,3,2,5,0,2.7,25,80,51,28,9,14,9,9,3,0,51,-0.094,0.83,-0.2,2010-07-29,1.0,1989-08-01,18.135523614,0.0,2010-08-04,6
81778,16623,oliveda02,4.0,9,9,6,6,2,3,1,5.92,22,81,51,35,8,8,4,13,7,0,21,-0.289,0.65,-3.8,2001-08-05,1.0,1970-10-06,26.636550308,0.0,2001-08-11,6
102003,119906,seleaa01,6.0,8,8,4,4,2,2,0,5.53,28,-1,-1,-1,-1,-1,9,7,2,8,40,-0.043,0.9,-0.1,1997-06-23,1.0,1970-06-25,23.3237508556,0.0,1997-06-28,5
61177,116549,lewisco01,2.0,5,5,6,6,1,2,3,7.52,13,46,27,14,6,7,2,7,0,0,23,-0.426,0.86,-4.8,2003-05-06,1.0,1979-08-02,20.5256673511,0.0,2003-05-11,5
14591,64875,bushda01,6.0,10,10,4,3,1,3,0,5.73,30,88,57,36,5,16,13,12,1,0,40,-0.137,0.91,-1.0,2008-06-13,1.0,1979-11-09,24.7036276523,0.0,2008-06-19,6
70673,69154,mcgowdu01,5.0,2,2,2,2,5,3,0,4.38,22,101,64,43,9,12,6,7,1,0,53,0.032,1.31,0.6,2008-05-15,1.0,1982-03-24,22.5872689938,0.0,2008-05-20,5
36238,8157,glavito02,7.0,3,3,0,0,3,1,0,0.89,26,103,54,36,5,13,11,10,4,0,69,0.255,0.85,3.5,2002-04-26,1.0,1966-03-25,31.1786447639,0.0,2002-05-01,5
89013,36639,porceri01,4.2,8,8,4,2,3,2,0,4.57,26,90,53,31,4,18,12,9,5,0,35,-0.318,1.4,-2.1,2012-09-16,1.0,1988-12-27,20.4928131417,0.0,2012-09-26,10
124488,124702,zimmejo02,8.0,6,6,0,0,1,4,0,2.88,30,105,69,39,8,22,9,16,6,0,73,0.48,1.29,3.9,2015-06-02,1.0,1986-05-23,25.0787132101,0.0,2015-06-07,5
9576,110152,blantjo01,6.0,4,4,1,1,2,3,0,6.84,27,101,57,37,5,15,10,10,2,0,61,0.138,0.87,1.9,2009-05-04,1.0,1980-12-11,24.5311430527,0.0,2009-05-09,5
1649,37088,anderco01,2.2,5,5,6,6,1,2,0,4.31,14,48,32,22,5,5,5,6,4,0,25,-0.297,1.2,-3.7,2015-08-07,1.0,1990-09-14,21.5085557837,0.0,2015-08-26,19
51029,62650,ignasmi01,5.1,4,4,1,0,2,2,0,1.74,21,63,38,21,4,13,8,9,3,0,58,0.309,1.08,3.0,1994-05-14,1.0,1966-03-12,24.3394934976,0.0,1994-05-20,6
19364,74497,clemero02,7.1,7,7,2,2,1,4,0,4.33,30,119,71,38,11,22,9,15,6,0,59,0.174,1.2,2.0,2000-07-08,1.0,1962-08-04,32.7665982204,0.0,2000-07-14,6
89674,77039,priceda01,4.2,7,7,6,6,3,4,0,6.75,23,104,62,40,6,16,7,9,4,0,27,-0.383,1.34,-4.0,2016-05-07,1.0,1985-08-26,26.5215605749,0.0,2016-05-12,5
41101,103816,hamiljo02,2.2,6,6,6,6,2,2,1,4.9,17,61,37,28,6,3,5,7,4,0,22,-0.335,0.65,-4.9,1996-06-29,1.0,1970-09-09,22.2943189596,0.0,1996-07-03,4
121716,42086,wolcobo01,5.1,8,8,3,2,1,6,0,5.3,26,96,59,32,11,16,7,11,4,0,47,0.181,1.35,1.6,1996-08-04,1.0,1973-09-08,19.7891854894,0.0,1996-08-09,5
44180,98785,harrigr01,6.2,5,5,5,5,3,6,1,4.36,29,100,58,33,13,12,6,13,5,0,47,-0.074,0.85,-0.9,1991-06-12,1.0,1955-11-02,30.765229295,0.0,1991-06-17,5
89806,26632,priorma01,6.2,7,7,2,2,2,10,1,2.43,29,133,92,55,13,24,10,7,1,0,60,0.18,1.1,1.4,2003-09-27,1.0,1980-09-07,19.9151266256,0.0,2004-06-04,251
118251,88833,welleto01,5.2,11,11,7,5,1,3,3,5.79,29,98,63,36,9,18,9,16,7,0,25,-0.361,0.78,-4.2,2009-07-26,1.0,1978-08-30,26.6995208761,0.0,2009-09-14,50
85535,80342,pelfrmi01,7.1,8,8,3,3,0,4,0,2.65,31,85,61,33,12,15,15,11,6,0,54,0.065,1.51,-0.1,2010-05-07,1.0,1984-01-14,22.7323750856,0.0,2010-05-12,5
54083,87623,jonesbo03,6.0,6,6,3,3,2,4,0,3.55,25,119,70,43,6,21,9,10,4,0,50,-0.09,0.72,-0.2,2002-04-25,1.0,1970-02-10,27.8220396988,0.0,2002-05-01,6
48933,95389,hitchst01,4.1,8,8,5,5,2,5,4,3.7,23,92,62,33,10,19,5,11,2,0,30,-0.301,0.91,-2.9,1997-05-04,1.0,1971-04-29,22.4750171116,0.0,1997-05-10,6
10326,62310,bonesri01,6.1,3,3,1,1,0,3,0,2.35,23,95,58,35,7,16,11,9,4,0,66,0.182,1.04,1.9,1992-04-21,1.0,1969-04-07,19.9041752225,0.0,1992-04-29,8
120632,79595,williwo02,6.0,10,10,7,7,0,4,2,4.57,28,109,73,44,5,24,7,17,4,0,28,-0.343,0.57,-4.1,2005-07-20,1.0,1966-08-19,33.6235455168,0.0,2005-07-26,6
115476,110233,wainwad01,7.0,8,8,2,2,0,5,0,2.79,29,98,66,39,9,18,11,13,5,0,58,0.089,1.11,1.4,2009-08-02,1.0,1981-08-30,24.1232032854,0.0,2009-08-08,6
100087,30955,santovi01,5.0,1,1,0,0,3,6,0,4.0,18,77,47,23,10,14,6,3,1,0,68,0.158,0.66,2.5,2004-05-04,1.0,1976-10-02,23.832991102,0.0,2004-05-09,5
52344,104813,jensery01,7.0,6,6,4,3,1,5,1,4.14,29,104,69,40,10,19,9,13,5,0,55,-0.23,1.08,-0.7,2002-07-25,1.0,1975-09-17,23.2005475702,0.0,2002-07-31,6
20811,74193,coneda01,6.2,6,6,2,2,0,5,1,3.5,27,107,68,40,7,21,7,14,4,0,59,0.095,0.68,1.4,1998-08-07,1.0,1963-01-02,30.7515400411,0.0,1998-08-12,5
59089,5604,latosma01,7.0,5,5,2,2,3,7,0,3.79,28,118,76,45,12,19,8,10,6,0,63,0.126,0.91,1.4,2012-08-29,1.0,1987-12-09,21.3579739904,0.0,2012-09-04,6
95277,116369,rogerke01,6.0,8,8,1,1,3,1,0,2.65,26,97,55,31,5,19,10,12,7,0,50,0.271,1.44,2.5,2002-04-14,1.0,1964-11-10,32.334017796,0.0,2002-04-19,5
82637,107447,osbordo01,2.0,2,2,0,0,1,0,0,0.0,7,19,13,8,1,4,4,2,1,0,51,0.092,1.48,0.8,1992-04-09,1.0,1969-06-21,19.6988364134,0.0,1992-04-14,5
42371,119671,hansoer01,7.0,8,8,4,4,3,6,0,4.74,32,112,67,37,7,22,15,8,3,0,48,0.044,1.24,0.2,1996-04-11,1.0,1965-05-18,26.6967830253,0.0,1996-04-16,5
113359,72001,vazquja01,9.0,4,4,1,0,1,7,0,5.92,31,117,82,45,18,19,16,7,1,0,83,0.227,0.41,3.8,1999-07-23,1.0,1976-07-25,19.8631074606,0.0,1999-07-28,5
88899,44101,porceri01,3.2,6,6,6,6,3,1,1,6.23,20,75,43,28,3,12,7,9,5,0,23,-0.268,1.19,-2.4,2009-04-29,1.0,1988-12-27,17.568788501,0.0,2009-05-05,6
8871,2006,billich01,6.0,6,6,4,3,5,3,0,2.83,27,112,61,35,8,18,5,14,5,0,44,-0.164,1.5,-0.8,2009-06-19,1.0,1984-07-29,21.5030800821,0.0,2009-06-25,6
14079,121379,burnea.01,4.1,10,10,7,5,3,6,1,3.99,28,97,58,31,7,20,6,12,5,0,22,-0.52,1.41,-5.0,2006-07-02,1.0,1977-01-03,25.4811772758,0.0,2006-07-07,5
59604,15287,learyti01,8.0,6,6,2,2,1,2,0,5.48,29,85,58,37,5,16,16,10,4,0,63,0.19,0.76,3.1,1993-05-04,1.0,1958-12-23,29.6892539357,0.0,1993-05-09,5
11522,104271,brockch01,6.0,7,7,4,4,3,4,2,4.01,29,117,69,42,6,21,3,19,4,0,43,-0.079,0.72,-0.3,1999-05-18,1.0,1970-02-05,25.2950034223,0.0,1999-05-25,7
12021,24825,brownke02,4.2,5,5,1,1,4,4,1,1.93,22,82,47,25,2,20,5,9,5,0,50,0.083,0.85,0.8,1992-07-06,1.0,1964-02-14,24.5284052019,0.0,1992-07-11,5
117436,17603,weaveje02,4.1,8,8,6,6,1,5,1,4.16,23,84,55,28,11,16,3,13,5,0,27,-0.422,1.05,-3.7,2007-08-18,1.0,1982-10-04,21.4866529774,0.0,2007-08-24,6
43412,123622,harenda01,8.0,3,3,2,1,2,9,0,2.72,29,113,79,30,17,32,13,5,1,0,77,0.303,1.15,3.0,2008-07-10,1.0,1980-09-17,24.0273785079,0.0,2008-07-19,9
7106,53964,belchti01,7.0,10,10,6,6,1,5,0,4.37,32,111,75,50,11,14,9,17,8,0,37,-0.4,1.48,-2.3,1998-07-25,1.0,1961-10-19,31.7618069815,0.0,1998-07-30,5
101118,112475,schilcu01,9.0,6,6,2,2,1,7,1,3.38,34,116,86,56,4,26,6,20,7,0,73,0.365,0.63,2.9,2004-08-03,1.0,1966-11-14,32.5886379192,0.0,2004-08-09,6
42911,31714,haranaa01,3.1,7,7,8,8,3,4,3,5.59,20,78,50,29,7,14,4,9,2,0,15,-0.45,0.95,-6.2,2008-08-16,1.0,1978-05-09,26.1546885695,0.0,2008-08-22,6
114914,93925,volqued01,7.0,4,4,1,1,4,5,1,3.88,28,106,65,35,6,24,9,10,4,0,66,0.277,1.03,2.1,2014-07-05,1.0,1983-07-03,26.7871321013,0.0,2014-07-10,5
36626,36284,gomezje01,6.0,6,6,1,1,0,3,0,1.54,23,88,50,29,3,18,11,9,3,0,59,0.18,0.92,1.4,2010-08-12,1.0,1988-02-10,19.4414784394,0.0,2010-08-17,5
57726,15073,kruegbi01,4.2,10,10,4,4,3,0,0,3.76,26,100,53,39,4,10,9,14,6,0,25,-0.218,1.38,-1.9,1991-09-06,1.0,1958-04-24,28.8295687885,0.0,1991-09-14,8
76975,66594,mussimi01,7.2,8,8,5,5,2,2,2,2.37,33,114,74,52,8,14,12,17,4,0,43,0.082,0.7,-1.4,1992-04-28,1.0,1968-12-08,20.205338809,0.0,1992-05-03,5
17585,5344,chacijh01,7.0,3,3,2,2,4,6,2,2.85,27,109,64,32,10,22,9,8,2,0,65,0.13,0.59,1.3,2011-05-04,1.0,1988-01-07,20.1478439425,0.0,2011-05-09,5
22518,65392,cuetojo01,6.1,6,6,3,3,4,2,0,1.96,30,110,63,39,8,16,16,8,3,0,47,0.02,1.12,-0.2,2011-07-09,1.0,1986-02-15,21.9383983573,0.0,2011-07-15,6
16267,35970,carmofa01,7.0,6,6,4,2,3,0,0,4.71,31,104,69,48,9,12,21,6,0,0,50,-0.061,1.09,-0.3,2008-08-16,1.0,1980-08-30,24.1587953457,0.0,2008-08-22,6
120995,112156,wilsopa02,8.0,5,5,2,2,3,3,0,3.92,32,121,71,44,3,24,12,13,5,0,64,0.237,0.67,2.2,2002-08-03,1.0,1973-03-28,25.3579739904,0.0,2002-08-08,5
21071,22982,contrjo01,7.1,11,11,3,3,1,3,0,5.81,31,109,68,40,10,18,12,15,6,0,46,0.207,0.82,2.0,2007-09-14,1.0,1971-12-06,30.9075975359,0.0,2007-09-19,5
76352,12112,muldema01,5.1,10,10,6,6,3,2,4,4.5,28,90,54,35,4,15,9,14,4,0,23,-0.279,0.9,-2.2,2000-05-26,1.0,1977-08-05,19.704312115,0.0,2000-06-02,7
66895,110298,mainejo01,5.0,6,6,3,3,4,4,1,10.38,25,115,70,44,7,19,2,14,4,0,43,-0.136,1.06,-0.6,2010-04-18,1.0,1981-05-08,25.0075290897,0.0,2010-04-23,5
124776,123502,zitoba01,7.0,2,2,1,1,1,5,0,4.46,23,107,65,41,7,17,10,7,1,0,73,0.301,1.01,2.5,2007-09-02,1.0,1978-05-13,25.3196440794,0.0,2007-09-08,6
29322,1613,escobke01,1.2,7,7,5,5,0,0,1,3.61,11,35,21,17,2,2,3,8,4,0,21,-0.321,0.77,-4.1,2006-09-26,1.0,1976-04-11,26.3162217659,0.0,2007-04-03,189
105407,84051,snydeky01,6.0,10,10,5,5,2,2,2,7.15,28,97,57,37,5,15,13,10,4,0,32,-0.161,0.7,-1.8,2006-07-26,1.0,1977-09-09,24.9472963723,0.0,2006-08-22,27
47266,84303,hernali01,6.0,7,7,4,4,2,3,1,3.55,27,109,70,40,4,26,12,10,2,0,43,-0.226,1.25,-1.0,2008-04-22,1.0,1975-02-20,28.6570841889,0.0,2008-04-27,5
72269,40693,millesh01,2.2,6,6,3,3,5,2,0,3.75,18,74,37,26,5,6,6,5,5,0,31,-0.218,1.05,-2.2,2014-06-24,1.0,1990-10-10,20.4791238877,0.0,2014-06-29,5
88529,108347,politcl01,5.0,2,2,1,1,3,4,1,1.8,19,71,43,24,6,13,3,9,3,0,60,0.177,1.08,1.6,1998-04-02,1.0,1974-02-27,20.8158795346,0.0,1998-04-07,5
99880,9458,santajo02,7.0,5,5,2,2,2,4,1,3.72,28,104,73,46,7,20,11,11,3,0,61,0.169,0.83,1.3,2010-05-18,1.0,1979-03-13,26.9404517454,0.0,2010-05-23,5
61896,8918,liebejo01,7.1,8,8,2,2,0,2,2,4.87,29,88,60,42,5,13,12,15,4,0,56,0.202,1.03,1.8,2006-09-13,1.0,1970-04-02,31.4907597536,0.0,2006-09-18,5
61749,26128,liebejo01,8.0,4,4,1,1,2,7,0,4.12,31,111,72,47,11,14,13,8,2,0,75,0.289,0.9,3.4,2000-08-30,1.0,1970-04-02,26.2751540041,0.0,2000-09-04,5
99257,86761,sandesc02,8.0,4,4,1,0,2,3,0,3.2,29,101,66,36,13,17,12,12,6,0,73,0.542,1.35,3.1,1996-09-04,1.0,1969-03-25,23.7125256674,0.0,1996-09-10,6
120608,109429,williwo02,7.0,2,2,1,1,2,5,0,3.91,26,109,66,42,6,18,9,9,0,0,72,0.291,1.29,2.6,2004-08-07,1.0,1966-08-19,32.8021902806,0.0,2004-08-13,6
108057,558,suzukma01,7.0,6,6,3,3,2,4,1,3.79,29,93,60,38,12,10,12,11,3,0,55,0.046,0.82,1.3,2000-06-21,1.0,1975-05-31,21.6509240246,0.0,2000-06-27,6
53685,4143,johnsra05,5.0,8,8,4,4,2,4,0,5.05,24,96,60,32,9,19,11,8,4,0,37,0.009,1.0,-1.2,2003-08-25,1.0,1963-09-10,34.5215605749,0.0,2003-08-30,5
64897,39243,lowede01,6.0,5,5,5,3,2,3,2,3.99,26,83,53,28,6,19,15,6,3,0,47,-0.121,0.88,-1.0,2005-07-07,1.0,1973-06-01,27.7316906229,0.0,2005-07-15,8
115065,48183,volstch01,6.0,6,6,2,2,1,2,0,4.58,24,92,58,36,5,17,16,5,1,0,53,0.065,0.55,1.0,2010-09-30,1.0,1986-09-23,20.7501711157,0.0,2011-04-06,188
78457,71346,navarja01,6.0,6,6,4,4,3,3,2,2.95,27,89,52,33,5,14,10,11,7,0,44,-0.101,0.73,-0.8,1995-07-20,1.0,1967-03-27,24.462696783,0.0,1995-07-25,5
40882,51830,hamelco01,5.0,9,9,5,4,1,6,1,2.71,27,100,63,30,12,21,8,11,5,0,36,-0.329,0.98,-2.8,2011-09-13,1.0,1983-12-27,23.9425051335,0.0,2011-09-18,5
15050,101289,cabreda01,8.0,7,7,4,4,4,6,0,4.7,34,109,63,32,8,23,14,9,5,0,54,0.113,1.0,0.2,2007-06-06,1.0,1981-05-28,22.4832306639,0.0,2007-06-12,6
75504,31963,mortoch02,2.0,8,8,7,5,3,2,2,9.35,18,68,41,27,6,8,6,7,4,0,15,-0.381,0.67,-6.0,2010-05-27,1.0,1983-11-12,22.9267624914,0.0,2010-08-29,94
101328,91616,schmija01,6.2,10,10,4,4,3,4,0,5.09,31,131,72,42,13,17,11,13,7,0,39,0.131,0.87,-0.4,2000-05-29,1.0,1973-01-29,23.6112251882,0.0,2000-06-03,5
57369,37152,klubeco01,6.0,9,9,6,6,1,8,0,6.16,28,95,62,30,16,16,8,11,4,0,37,-0.348,0.46,-3.0,2016-04-17,1.0,1986-04-10,25.9356605065,0.0,2016-04-23,6
122757,9950,worleva01,3.2,10,10,8,8,2,3,3,7.21,24,91,55,42,4,9,4,13,5,0,10,-0.3,0.7,-6.5,2013-05-22,1.0,1987-09-25,22.1656399726,0.0,2014-06-15,389
48182,41504,hibbagr01,4.0,4,4,4,4,3,0,1,4.51,19,63,32,20,2,10,9,7,4,0,35,-0.188,0.87,-2.1,1992-07-29,1.0,1964-09-13,24.0821355236,0.0,1992-08-08,10
97599,31743,sabatc.01,5.2,7,7,4,1,1,3,0,2.85,27,105,70,46,10,14,9,13,6,0,47,-0.267,1.63,-1.4,2008-09-20,1.0,1980-07-21,24.334017796,0.0,2008-09-24,4
53473,15861,johnsra05,6.0,4,4,2,2,3,7,2,3.0,23,98,61,30,12,19,6,6,3,0,60,0.16,1.06,1.4,1997-04-11,1.0,1963-09-10,29.015742642,0.0,1997-04-16,5
55353,28215,kellyjo05,6.0,4,4,0,0,3,6,0,3.01,24,105,67,39,9,19,10,5,2,0,67,0.307,1.28,2.7,2013-08-17,1.0,1988-06-09,21.7604380561,0.0,2013-08-22,5
45745,94676,henrybu01,4.1,6,6,4,4,3,4,1,5.1,22,77,43,27,7,9,7,8,4,0,36,-0.193,0.95,-2.4,1992-06-10,1.0,1968-10-07,20.4544832307,0.0,1992-06-15,5
111216,94516,tomlira01,6.0,4,4,1,0,3,3,0,3.15,25,84,49,25,11,13,9,10,4,0,62,-0.072,1.28,-0.0,1991-06-18,1.0,1966-06-14,21.607118412,0.0,1991-06-29,11
61578,75503,lidleco01,4.0,4,4,3,3,2,3,2,4.66,17,79,46,31,5,10,6,6,0,0,43,-0.111,0.71,-0.8,2006-08-11,1.0,1972-03-22,29.7084188912,0.0,2006-08-16,5
46602,101228,hernafe02,7.0,4,4,1,1,0,5,1,4.52,23,84,58,34,6,18,12,6,2,0,70,0.341,0.83,2.8,2006-09-30,1.0,1986-04-08,17.6919917864,0.0,2007-04-02,184
119297,35848,westbja01,7.0,4,4,2,2,2,9,1,4.32,25,114,69,42,9,18,9,5,1,0,68,0.245,0.72,1.9,2007-09-23,1.0,1977-09-29,25.9028062971,0.0,2007-09-29,6
23187,23864,danksjo01,8.0,3,3,1,1,1,6,0,4.13,27,96,60,30,9,21,10,10,4,0,77,0.444,1.1,3.0,2013-06-08,1.0,1985-04-15,24.3175906913,0.0,2013-06-15,7
93401,87469,rigdopa01,6.0,4,4,1,1,3,2,0,3.93,25,95,56,39,3,14,9,11,7,0,59,0.177,1.19,2.1,2001-05-17,1.0,1975-11-02,22.0643394935,0.0,2001-05-23,6
90648,68723,radkebr01,7.0,5,5,2,2,0,5,1,3.92,24,103,71,44,14,13,7,12,4,0,64,0.15,0.83,1.8,2005-07-20,1.0,1972-10-27,28.2765229295,0.0,2005-07-26,6
117407,75506,weaveje02,6.0,3,3,1,1,3,8,1,2.14,22,104,65,31,11,23,7,4,1,0,67,0.235,0.88,2.3,2006-08-13,1.0,1982-10-04,20.6105407255,0.0,2006-08-18,5
6039,102749,bauertr01,7.2,5,5,1,1,1,10,0,3.88,29,109,73,36,12,25,9,9,4,0,74,0.338,1.07,2.5,2016-06-06,1.0,1991-01-17,21.9329226557,0.0,2016-06-11,5
104553,90358,smithza01,9.0,7,7,0,0,1,2,0,2.36,33,108,73,48,10,15,17,13,4,0,74,0.495,1.03,3.9,1992-05-09,1.0,1960-12-28,27.0965092402,0.0,1992-05-14,5
32764,39264,francje01,6.0,4,4,0,0,1,8,0,5.16,23,112,70,32,14,24,6,7,6,0,71,0.298,0.91,3.4,2005-07-31,1.0,1981-01-08,21.2183436003,0.0,2005-08-06,6
54826,82522,karsast01,6.0,7,7,1,1,2,12,0,3.3,26,117,79,48,13,18,7,5,4,0,64,0.269,1.33,2.2,1997-04-26,1.0,1972-03-24,21.6755646817,0.0,1997-05-02,6
101875,41165,searcst01,5.2,6,6,2,2,4,6,0,3.52,27,107,64,37,10,17,4,13,6,0,51,0.037,0.95,0.5,1990-07-15,1.0,1964-06-04,22.5571526352,0.0,1990-07-20,5
105731,99455,sparkst01,5.2,5,5,7,7,3,1,3,11.12,26,97,53,30,3,20,10,11,2,0,29,-0.313,0.57,-3.7,1996-04-06,1.0,1965-07-02,26.5763175907,0.0,1996-04-13,7
